32.35538,6.97661,2023-08-01,0
20.29757,30.55239,2023-08-01,0
-7.91526,21.61623,2023-08-01,0
-7.21197,24.08706,2023-08-01,0
-7.20731,24.08716,2023-08-01,0
-9.80488,21.99185,2023-08-01,0
-9.81754,21.99852,2023-08-01,0
-9.80468,21.99404,2023-08-01,0
-9.81677,21.99657,2023-08-01,0
-10.74716,23.21657,2023-08-01,0
-14.57422,24.0933,2023-08-01,0
-14.58189,24.09929,2023-08-01,0
-14.57338,24.09442,2023-08-01,0
-14.58035,24.0936,2023-08-01,0
-14.58101,24.10036,2023-08-01,0
-14.63621,19.65719,2023-08-01,0
59.97113,134.51393,2023-08-01,1
57.38516,133.34927,2023-08-01,1
57.36597,133.30998,2023-08-01,1
57.81242,134.2011,2023-08-01,1
57.83784,134.2151,2023-08-01,1
59.61263,134.75732,2023-08-01,1
32.35528,6.975,2023-08-01,2
32.13577,6.4683,2023-08-01,2
-32.38419,152.24802,2023-08-01,2
-32.38131,152.24443,2023-08-01,2
-33.89509,150.62463,2023-08-01,2
-31.06073,152.8201,2023-08-01,2
-31.05536,152.81953,2023-08-01,2
-30.61913,150.00461,2023-08-01,2
-30.80136,152.28578,2023-08-01,2
-23.37988,147.73842,2023-08-01,2
-23.38438,147.73709,2023-08-01,2
-26.22905,152.37187,2023-08-01,2
-26.75831,148.78651,2023-08-01,2
-27.15817,149.88216,2023-08-01,2
-27.83882,151.20538,2023-08-01,2
-28.66931,150.80847,2023-08-01,2
-28.85072,151.69913,2023-08-01,2
-28.81082,153.07442,2023-08-01,2
-29.62517,152.76817,2023-08-01,2
-29.62368,152.76814,2023-08-01,2
-30.11345,151.62914,2023-08-01,2
-23.91516,149.82466,2023-08-01,2
-25.02924,149.40883,2023-08-01,2
-25.1017,151.53793,2023-08-01,2
-25.10137,151.5417,2023-08-01,2
-25.10684,151.54198,2023-08-01,2
-25.0976,151.53621,2023-08-01,2
-24.94767,151.84377,2023-08-01,2
-25.09655,151.53404,2023-08-01,2
-25.09622,151.5378,2023-08-01,2
-25.09588,151.54156,2023-08-01,2
-25.09729,151.53998,2023-08-01,2
-25.09698,151.54375,2023-08-01,2
-25.10277,151.5401,2023-08-01,2
-25.10246,151.5439,2023-08-01,2
-25.10823,151.54042,2023-08-01,2
-23.36803,149.58842,2023-08-01,2
-23.36201,149.58786,2023-08-01,2
-23.37231,149.58557,2023-08-01,2
-23.36589,149.58984,2023-08-01,2
-19.74378,146.48036,2023-08-01,2
-19.74323,146.4873,2023-08-01,2
-19.74193,146.48164,2023-08-01,2
-19.74142,146.48854,2023-08-01,2
-9.6684,148.70425,2023-08-01,3
-9.34679,149.06641,2023-08-01,3
-9.66882,148.70084,2023-08-01,3
-9.33564,147.01224,2023-08-01,3
